column,enabled,common_name,dtype,display,is_filter_factor,add_before_log_transform,factor_class,true_text,false_text,default_value,tooltip_text
"Disease Models, Animal",TRUE,"Number of articles about gene: Disease Models, Animal",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Disease Models, Animal' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Disease Progression,TRUE,Number of articles about gene: Disease Progression,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Disease Progression' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Disease Susceptibility,TRUE,Number of articles about gene: Disease Susceptibility,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Disease Susceptibility' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Down Syndrome,TRUE,Number of articles about gene: Down Syndrome,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Down Syndrome' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Endometrial Neoplasms,TRUE,Number of articles about gene: Endometrial Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Endometrial Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Endometriosis,TRUE,Number of articles about gene: Endometriosis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Endometriosis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Epilepsy,TRUE,Number of articles about gene: Epilepsy,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Epilepsy' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Esophageal Neoplasms,TRUE,Number of articles about gene: Esophageal Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Esophageal Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Esophageal Squamous Cell Carcinoma,TRUE,Number of articles about gene: Esophageal Squamous Cell Carcinoma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Esophageal Squamous Cell Carcinoma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Fatty Liver,TRUE,Number of articles about gene: Fatty Liver,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Fatty Liver' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Fibrosis,TRUE,Number of articles about gene: Fibrosis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Fibrosis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Frontotemporal Dementia,TRUE,Number of articles about gene: Frontotemporal Dementia,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Frontotemporal Dementia' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Gastrointestinal Neoplasms,TRUE,Number of articles about gene: Gastrointestinal Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Gastrointestinal Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Genetic Diseases, X-Linked",TRUE,"Number of articles about gene: Genetic Diseases, X-Linked",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Genetic Diseases, X-Linked' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Genetic Predisposition to Disease,TRUE,Number of articles about gene: Genetic Predisposition to Disease,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Genetic Predisposition to Disease' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Genomic Instability,TRUE,Number of articles about gene: Genomic Instability,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Genomic Instability' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Glaucoma, Open-Angle",TRUE,"Number of articles about gene: Glaucoma, Open-Angle",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Glaucoma, Open-Angle' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Glioblastoma,TRUE,Number of articles about gene: Glioblastoma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Glioblastoma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Glioma,TRUE,Number of articles about gene: Glioma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Glioma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Graves Disease,TRUE,Number of articles about gene: Graves Disease,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Graves Disease' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
HIV Infections,TRUE,Number of articles about gene: HIV Infections,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'HIV Infections' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Head and Neck Neoplasms,TRUE,Number of articles about gene: Head and Neck Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Head and Neck Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Hearing Loss,TRUE,Number of articles about gene: Hearing Loss,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Hearing Loss' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Hearing Loss, Sensorineural",TRUE,"Number of articles about gene: Hearing Loss, Sensorineural",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Hearing Loss, Sensorineural' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Heart Defects, Congenital",TRUE,"Number of articles about gene: Heart Defects, Congenital",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Heart Defects, Congenital' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Heart Failure,TRUE,Number of articles about gene: Heart Failure,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Heart Failure' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Helicobacter Infections,TRUE,Number of articles about gene: Helicobacter Infections,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Helicobacter Infections' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Hepatitis B,TRUE,Number of articles about gene: Hepatitis B,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Hepatitis B' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Hepatitis B, Chronic",TRUE,"Number of articles about gene: Hepatitis B, Chronic",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Hepatitis B, Chronic' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Hepatitis C,TRUE,Number of articles about gene: Hepatitis C,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Hepatitis C' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Hepatitis C, Chronic",TRUE,"Number of articles about gene: Hepatitis C, Chronic",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Hepatitis C, Chronic' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Huntington Disease,TRUE,Number of articles about gene: Huntington Disease,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Huntington Disease' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Hyperglycemia,TRUE,Number of articles about gene: Hyperglycemia,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Hyperglycemia' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Hyperplasia,TRUE,Number of articles about gene: Hyperplasia,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Hyperplasia' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Hypertension,TRUE,Number of articles about gene: Hypertension,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Hypertension' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Hypertension, Pulmonary",TRUE,"Number of articles about gene: Hypertension, Pulmonary",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Hypertension, Pulmonary' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Hypoxia,TRUE,Number of articles about gene: Hypoxia,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Hypoxia' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Infertility, Male",TRUE,"Number of articles about gene: Infertility, Male",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Infertility, Male' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Inflammation,TRUE,Number of articles about gene: Inflammation,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Inflammation' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Inflammatory Bowel Diseases,TRUE,Number of articles about gene: Inflammatory Bowel Diseases,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Inflammatory Bowel Diseases' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Insulin Resistance,TRUE,Number of articles about gene: Insulin Resistance,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Insulin Resistance' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Intellectual Disability,TRUE,Number of articles about gene: Intellectual Disability,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Intellectual Disability' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Kidney Diseases,TRUE,Number of articles about gene: Kidney Diseases,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Kidney Diseases' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Kidney Failure, Chronic",TRUE,"Number of articles about gene: Kidney Failure, Chronic",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Kidney Failure, Chronic' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Kidney Neoplasms,TRUE,Number of articles about gene: Kidney Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Kidney Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Laryngeal Neoplasms,TRUE,Number of articles about gene: Laryngeal Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Laryngeal Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Leukemia,TRUE,Number of articles about gene: Leukemia,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Leukemia' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Leukemia, Lymphocytic, Chronic, B-Cell",TRUE,"Number of articles about gene: Leukemia, Lymphocytic, Chronic, B-Cell",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Leukemia, Lymphocytic, Chronic, B-Cell' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",TRUE,"Number of articles about gene: Leukemia, Myelogenous, Chronic, BCR-ABL Positive",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Leukemia, Myelogenous, Chronic, BCR-ABL Positive' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Leukemia, Myeloid",TRUE,"Number of articles about gene: Leukemia, Myeloid",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Leukemia, Myeloid' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Leukemia, Myeloid, Acute",TRUE,"Number of articles about gene: Leukemia, Myeloid, Acute",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Leukemia, Myeloid, Acute' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Liver Cirrhosis,TRUE,Number of articles about gene: Liver Cirrhosis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Liver Cirrhosis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Liver Neoplasms,TRUE,Number of articles about gene: Liver Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Liver Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Lung Neoplasms,TRUE,Number of articles about gene: Lung Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Lung Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Lupus Erythematosus, Systemic",TRUE,"Number of articles about gene: Lupus Erythematosus, Systemic",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Lupus Erythematosus, Systemic' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Lymphatic Metastasis,TRUE,Number of articles about gene: Lymphatic Metastasis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Lymphatic Metastasis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Lymphoma,TRUE,Number of articles about gene: Lymphoma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Lymphoma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Lymphoma, B-Cell",TRUE,"Number of articles about gene: Lymphoma, B-Cell",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Lymphoma, B-Cell' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Lymphoma, Large B-Cell, Diffuse",TRUE,"Number of articles about gene: Lymphoma, Large B-Cell, Diffuse",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Lymphoma, Large B-Cell, Diffuse' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Macular Degeneration,TRUE,Number of articles about gene: Macular Degeneration,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Macular Degeneration' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Mammary Neoplasms, Experimental",TRUE,"Number of articles about gene: Mammary Neoplasms, Experimental",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Mammary Neoplasms, Experimental' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Melanoma,TRUE,Number of articles about gene: Melanoma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Melanoma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Mesothelioma,TRUE,Number of articles about gene: Mesothelioma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Mesothelioma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Metabolic Syndrome,TRUE,Number of articles about gene: Metabolic Syndrome,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Metabolic Syndrome' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Microcephaly,TRUE,Number of articles about gene: Microcephaly,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Microcephaly' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Microsatellite Instability,TRUE,Number of articles about gene: Microsatellite Instability,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Microsatellite Instability' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Mouth Neoplasms,TRUE,Number of articles about gene: Mouth Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Mouth Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Multiple Myeloma,TRUE,Number of articles about gene: Multiple Myeloma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Multiple Myeloma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Multiple Sclerosis,TRUE,Number of articles about gene: Multiple Sclerosis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Multiple Sclerosis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Myelodysplastic Syndromes,TRUE,Number of articles about gene: Myelodysplastic Syndromes,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Myelodysplastic Syndromes' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Myeloproliferative Disorders,TRUE,Number of articles about gene: Myeloproliferative Disorders,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Myeloproliferative Disorders' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Myocardial Infarction,TRUE,Number of articles about gene: Myocardial Infarction,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Myocardial Infarction' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Nasopharyngeal Carcinoma,TRUE,Number of articles about gene: Nasopharyngeal Carcinoma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Nasopharyngeal Carcinoma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Nasopharyngeal Neoplasms,TRUE,Number of articles about gene: Nasopharyngeal Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Nasopharyngeal Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Necrosis,TRUE,Number of articles about gene: Necrosis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Necrosis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Neoplasm Invasiveness,TRUE,Number of articles about gene: Neoplasm Invasiveness,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Neoplasm Invasiveness' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Neoplasm Metastasis,TRUE,Number of articles about gene: Neoplasm Metastasis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Neoplasm Metastasis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Neoplasm Recurrence, Local",TRUE,"Number of articles about gene: Neoplasm Recurrence, Local",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Neoplasm Recurrence, Local' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Neoplasms,TRUE,Number of articles about gene: Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Neoplasms, Experimental",TRUE,"Number of articles about gene: Neoplasms, Experimental",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Neoplasms, Experimental' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Neoplasms, Glandular and Epithelial",TRUE,"Number of articles about gene: Neoplasms, Glandular and Epithelial",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Neoplasms, Glandular and Epithelial' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Neovascularization, Pathologic",TRUE,"Number of articles about gene: Neovascularization, Pathologic",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Neovascularization, Pathologic' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Nerve Degeneration,TRUE,Number of articles about gene: Nerve Degeneration,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Nerve Degeneration' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Neuroblastoma,TRUE,Number of articles about gene: Neuroblastoma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Neuroblastoma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Neurodegenerative Diseases,TRUE,Number of articles about gene: Neurodegenerative Diseases,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Neurodegenerative Diseases' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Non-alcoholic Fatty Liver Disease,TRUE,Number of articles about gene: Non-alcoholic Fatty Liver Disease,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Non-alcoholic Fatty Liver Disease' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Obesity,TRUE,Number of articles about gene: Obesity,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Obesity' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Osteoarthritis,TRUE,Number of articles about gene: Osteoarthritis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Osteoarthritis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Osteoarthritis, Knee",TRUE,"Number of articles about gene: Osteoarthritis, Knee",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Osteoarthritis, Knee' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Osteoporosis,TRUE,Number of articles about gene: Osteoporosis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Osteoporosis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Osteosarcoma,TRUE,Number of articles about gene: Osteosarcoma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Osteosarcoma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Ovarian Neoplasms,TRUE,Number of articles about gene: Ovarian Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Ovarian Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Overweight,TRUE,Number of articles about gene: Overweight,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Overweight' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Pancreatic Neoplasms,TRUE,Number of articles about gene: Pancreatic Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Pancreatic Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Papillomavirus Infections,TRUE,Number of articles about gene: Papillomavirus Infections,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Papillomavirus Infections' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Parkinson Disease,TRUE,Number of articles about gene: Parkinson Disease,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Parkinson Disease' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Pituitary Neoplasms,TRUE,Number of articles about gene: Pituitary Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Pituitary Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
"Plaque, Atherosclerotic",TRUE,"Number of articles about gene: Plaque, Atherosclerotic",int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Plaque, Atherosclerotic' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Polycystic Ovary Syndrome,TRUE,Number of articles about gene: Polycystic Ovary Syndrome,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Polycystic Ovary Syndrome' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Postoperative Complications,TRUE,Number of articles about gene: Postoperative Complications,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Postoperative Complications' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Pre-Eclampsia,TRUE,Number of articles about gene: Pre-Eclampsia,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Pre-Eclampsia' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Precancerous Conditions,TRUE,Number of articles about gene: Precancerous Conditions,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Precancerous Conditions' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Precursor Cell Lymphoblastic Leukemia-Lymphoma,TRUE,Number of articles about gene: Precursor Cell Lymphoblastic Leukemia-Lymphoma,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Precursor Cell Lymphoblastic Leukemia-Lymphoma' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Prostatic Hyperplasia,TRUE,Number of articles about gene: Prostatic Hyperplasia,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Prostatic Hyperplasia' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Prostatic Neoplasms,TRUE,Number of articles about gene: Prostatic Neoplasms,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Prostatic Neoplasms' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
Psoriasis,TRUE,Number of articles about gene: Psoriasis,int,log,TRUE,1,extended,,,,"Filter by the number of primary research articles belonging to the MeSH term 'Psoriasis' that feature each gene in the title/abstract, compiled from gene2pubmed and Pubtator. Shows number of articles"
